,creator,duration,id,labels,ladder,title,views
821,,352.0,ZJbBXwiOY8Y,[0],"[{'160 - 216x144 (144p)': 113.449}, {'133 - 360x240 (240p)': 249.963}, {'134 - 540x360 (360p)': 600.198}, {'135 - 720x480 (480p)': 1184.469}, {'18 - 540x360 (medium)': 602.941}]",come avere la formazione perfetta su OSM,15363.0
822,,429.0,ZJQUqbOFZsc,"[5, 16]","[{'160 - 192x144 (144p)': 111.872}, {'133 - 320x240 (240p)': 250.113}, {'134 - 480x360 (360p)': 312.814}, {'135 - 640x480 (480p)': 604.47}, {'18 - 480x360 (medium)': 373.225}]",بومبو السيارة المرحة الحلقه 3,120377.0
823,,255.0,56Cs_fDowsM,"[3, 4, 9, 10, 13, 38]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 606.436}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4158.684}, {'18 - 640x360 (medium)': 635.878}]","BAND REHEARSAL ""AHMADREZA NABIZADEH LIVE IN CONCERT"" 4/12/2014 - SABAN THEATRE - LOS ANGELES",2765.0
824,,222.0,56vazFgwvlo,"[583, 766, 3457]","[{'134 - 480x360 (360p)': 482.65}, {'135 - 640x480 (480p)': 881.346}, {'18 - 480x360 (medium)': 729.938}]",Forest walk 2,3545.0
825,,155.0,586INoBVMF8,"[17, 19, 129]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 622.444}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 737.872}, {'22 - 1280x720 (hd720)': 3194.137}]",Rallye Terre de Lozère 2014 [HD],3560.0
826,"Wiener Philharmoniker, Willi Boskovsky",501.0,b7n68lMibWM,"[15, 363, 509, 709, 1206, 1755]","[{'160 - 192x144 (144p)': 114.274}, {'133 - 320x240 (240p)': 247.992}, {'18 - 384x288 (small)': 435.231}]",Zoo Vienna - Tiergarten Schoenbrunn,21355.0
827,,448.0,b9UR--HTjqE,"[9, 34]","[{'160 - 256x144 (144p)': 111.479}, {'133 - 426x240 (240p)': 247.298}, {'134 - 640x360 (360p)': 250.77}, {'135 - 854x480 (480p)': 525.857}, {'136 - 1280x720 (720p)': 1074.598}, {'18 - 640x360 (medium)': 403.954}]",Beyond 結他教學系列: 海闊天空,118163.0
828,,195.0,bEdyP-7JoIo,"[11, 1107, 1189]","[{'160 - 256x144 (144p)': 110.926}, {'133 - 426x240 (240p)': 247.656}, {'134 - 640x360 (360p)': 516.988}, {'135 - 854x480 (480p)': 993.481}, {'136 - 1280x720 (720p)': 1903.36}, {'18 - 640x360 (medium)': 621.868}, {'22 - 1280x720 (hd720)': 1504.14}]",Миф детства: Американская кола - ВКУСНЕЕ!,481424.0
829,,381.0,bEawS4PIlVI,"[18, 43, 59, 238]","[{'160 - 256x144 (144p)': 111.441}, {'133 - 426x240 (240p)': 249.703}, {'134 - 640x360 (360p)': 606.657}, {'135 - 854x480 (480p)': 1110.675}, {'136 - 1280x720 (720p)': 2216.821}, {'18 - 640x360 (medium)': 557.678}, {'22 - 1280x720 (hd720)': 1545.282}]",Live Killie vs Flounder/Fluke - Underwater Fishing View!,39655.0
830,Breaking Benjamin,340.0,FyFCTgvGtAg,"[100, 161]","[{'160 - 256x144 (144p)': 111.368}, {'133 - 426x240 (240p)': 248.961}, {'134 - 640x360 (360p)': 608.004}, {'135 - 854x480 (480p)': 1116.113}, {'136 - 1280x720 (720p)': 2224.683}, {'18 - 640x360 (medium)': 737.041}, {'22 - 1280x720 (hd720)': 2336.784}]",Auburn Softball 8 26 2011 Strength Training and competition.wmv,3582.0
831,,301.0,ZayRGlp-mDQ,"[0, 1, 1568, 3093]","[{'160 - 256x144 (144p)': 109.684}, {'133 - 426x240 (240p)': 254.828}, {'134 - 640x360 (360p)': 607.148}, {'135 - 854x480 (480p)': 1111.798}, {'136 - 1280x720 (720p)': 2227.279}, {'18 - 640x360 (medium)': 576.928}, {'22 - 1280x720 (hd720)': 1418.463}]",เลโก้ ชีม่า,35644.0
832,,482.0,ZbS_9agN7Ko,"[0, 1, 1326]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 621.264}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 618.722}]",Half Life 2 (done quick)9,2045.0
833,,445.0,ZcrDEquptEA,"[2, 7, 17, 75, 2159]","[{'160 - 192x144 (144p)': 86.593}, {'133 - 320x240 (240p)': 192.315}, {'134 - 480x360 (360p)': 447.257}, {'135 - 640x480 (480p)': 871.192}, {'18 - 480x360 (medium)': 413.588}]","ГАЗ-233014 ""Тигр"" vs IVECO 65E19WM ""Рысь"" на Российской выставке вооружений-2011 в Нижнем Тагиле",11402.0
834,Klaus Badelt,209.0,fdIJ2YLVNs8,[759],"[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 352.797}, {'135 - 640x480 (DASH video)': 1155.0}, {'136 - 960x720 (DASH video)': 2310.0}, {'18 - 480x360 (medium)': 505.428}, {'22 - 960x720 (hd720)': 1445.676}]",AQW - Power of CardClasher,1033.0
835,,320.0,8oq3z_84EpE,"[39, 121]","[{'160 - 254x144 (144p)': 113.093}, {'133 - 424x240 (240p)': 259.215}, {'18 - 480x272 (small)': 415.595}]",♥HOW TO PUT ON MAKEUP♥ BEGINNER TUTORIAL (FRESH FACE),46775.0
836,,170.0,8riV_VGRa_Y,"[11, 62, 511, 3061]","[{'160 - 192x144 (144p)': 111.114}, {'133 - 320x240 (240p)': 249.946}, {'18 - 320x240 (small)': 359.518}]",DEPOT AIR MINUM RO DAN MINERAL UF BIO ENERY OZONIZER DAN ULTRAVIOLET,49781.0
837,La Tana,342.0,koaoC3OnTKc,"[15, 603, 1376]","[{'160 - 192x144 (144p)': 86.139}, {'133 - 320x240 (240p)': 185.668}, {'18 - 384x288 (small)': 472.388}]",CURRO MOLINA EN SANLUCAR,4671.0
838,,242.0,ksRkRplW-GU,[882],"[{'160 - 256x144 (144p)': 111.251}, {'133 - 426x240 (240p)': 254.861}, {'134 - 640x360 (360p)': 606.291}, {'135 - 854x480 (480p)': 1111.624}, {'136 - 1280x720 (720p)': 2212.533}, {'18 - 640x360 (medium)': 731.441}]",｢進撃の巨人｣ed2の中毒になる！,1981.0
839,,471.0,ktWi1TnFcYo,[562],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x238 (DASH video)': 242.0}, {'134 - 640x358 (DASH video)': 628.318}, {'135 - 854x478 (DASH video)': 1155.0}, {'18 - 640x358 (medium)': 471.118}]",Sobre a nova Atualização! - CrossFire AL,1558.0
840,,246.0,kvQOEBXgef8,"[21, 23, 24, 115, 1306]","[{'160 - 256x144 (144p)': 112.442}, {'133 - 426x240 (240p)': 253.578}, {'134 - 640x360 (360p)': 393.776}, {'18 - 640x360 (medium)': 368.727}]",Video Review Samsung Galaxy S GT-I9003,23788.0
841,김현중,203.0,fkfYTK7_hXY,[3],"[{'160 - 192x144 (144p)': 115.917}, {'133 - 320x240 (240p)': 247.95}, {'134 - 480x360 (360p)': 612.045}, {'135 - 640x480 (480p)': 1115.332}, {'18 - 480x360 (medium)': 719.084}]",[fancam] Kim Hyun Jong@120526 Lotte Fanmeeting - Please,9737.0
842,,206.0,fm12FQtOiUs,[14],"[{'160 - 256x144 (144p)': 111.681}, {'133 - 426x240 (240p)': 249.751}, {'134 - 640x360 (360p)': 616.331}, {'135 - 854x480 (480p)': 1131.287}, {'136 - 1280x720 (720p)': 2243.173}, {'18 - 640x360 (medium)': 725.773}]",Reymarck - Apoderarse del barrio (Videoclip),16949.0
843,,206.0,fm12FQtOiUs,[6],"[{'160 - 256x144 (144p)': 111.681}, {'133 - 426x240 (240p)': 249.751}, {'134 - 640x360 (360p)': 616.331}, {'135 - 854x480 (480p)': 1131.287}, {'136 - 1280x720 (720p)': 2243.173}, {'18 - 640x360 (medium)': 725.773}]",Reymarck - Apoderarse del barrio (Videoclip),16949.0
844,,173.0,G2zlfvzxm4k,"[50, 65]","[{'160 - 192x144 (144p)': 120.113}, {'133 - 320x240 (240p)': 249.385}, {'134 - 480x360 (360p)': 533.685}, {'135 - 640x480 (480p)': 1106.162}, {'18 - 480x360 (medium)': 671.91}]",hair turtorial! how to crimp your hair without a crimper,1599.0
845,Justin Bieber,439.0,YJjmVyu92vU,[1652],"[{'160 - 192x144 (144p)': 85.893}, {'133 - 320x240 (240p)': 188.569}, {'134 - 480x360 (360p)': 260.621}, {'135 - 640x480 (480p)': 609.983}, {'18 - 480x360 (medium)': 366.861}]",Simple Mehndi/Henna Design | Butterflyangel112,847103.0
846,,242.0,YLZbTWmvVyc,"[0, 1, 69, 1141]","[{'160 - 256x144 (144p)': 120.019}, {'133 - 426x240 (240p)': 248.934}, {'134 - 640x360 (360p)': 611.196}, {'18 - 640x360 (medium)': 737.702}]",WNF UMvC3(12-14-11) m23 Infrit vs Flocker,1897.0
847,Hòa Tấu,415.0,NsoHNb49rV0,"[126, 220, 291]","[{'160 - 192x144 (144p)': 86.433}, {'133 - 320x240 (240p)': 191.813}, {'134 - 480x360 (360p)': 437.07}, {'135 - 640x480 (480p)': 937.635}, {'18 - 480x360 (medium)': 682.133}]",Những Gốc mai Đẹp tại Hòn Đất - Kiên Giang.wmv,25268.0
848,,284.0,5epNws45_9A,"[5, 150, 204, 1204]","[{'160 - 192x144 (144p)': 36.714}, {'133 - 320x240 (240p)': 66.335}, {'134 - 480x360 (360p)': 129.08}, {'135 - 640x480 (480p)': 208.381}, {'18 - 480x360 (medium)': 217.71}]","sonic adventure 2 battle""aqutic mine""",2279.0
849,,379.0,5f4WOtvk1kE,[3],"[{'160 - 192x144 (144p)': 112.242}, {'133 - 192x144 (144p)': 248.017}, {'18 - 192x144 (tiny)': 287.119}]","EL KOMANDER...LO MEJOR DEL 2010, GRACIAS A TODA LA CLIKA Y COMO HUESO EL 2011.",2063.0
850,,241.0,5fb9vQHFuhA,"[0, 1, 27]","[{'160 - 256x144 (144p)': 125.376}, {'133 - 426x240 (240p)': 264.104}, {'134 - 640x360 (360p)': 602.441}, {'135 - 854x480 (480p)': 1102.225}, {'136 - 1280x720 (720p)': 2200.505}, {'18 - 640x360 (medium)': 338.202}, {'22 - 1280x720 (hd720)': 1106.384}]",Minecraft 1.8 - Main Menu & Single Player Options,1323.0
851,,238.0,5gG80xz5vwo,[3],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 612.732}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'18 - 640x360 (medium)': 712.503}, {'22 - 1280x720 (hd720)': 1953.125}]",Dubsonic - Random Footage,2045.0
852,,334.0,gdNae3lznd0,[290],"[{'160 - 256x144 (144p)': 112.1}, {'133 - 426x240 (240p)': 250.09}, {'134 - 640x360 (360p)': 604.152}, {'135 - 854x480 (480p)': 1106.804}, {'136 - 1280x720 (720p)': 2210.402}, {'137 - 1920x1080 (1080p)': 4143.395}, {'18 - 640x360 (medium)': 582.631}, {'22 - 1280x720 (hd720)': 1339.475}]",Dota 2 Turnavası Finalleri ve Cosplay Yarışmasını Yerinde Takip Ettik,5094.0
853,,297.0,geh7sD3h104,"[11, 62, 83]","[{'160 - 192x144 (144p)': 119.451}, {'133 - 320x240 (240p)': 247.868}, {'18 - 320x240 (small)': 617.023}]",KSF_garlic_harvester3.WMV,3926.0
854,,123.0,geCTV9HuI-E,[3627],"[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 560.342}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 702.731}]",ACNYC Games 2007,1450.0
855,,157.0,geBHQyCc-aw,"[0, 19, 318]","[{'160 - 256x144 (144p)': 118.238}, {'133 - 426x240 (240p)': 269.807}, {'134 - 640x360 (360p)': 611.417}, {'135 - 854x480 (480p)': 1115.868}, {'136 - 1280x720 (720p)': 2211.946}, {'18 - 640x360 (medium)': 688.28}, {'22 - 1280x720 (hd720)': 1907.901}]",韋達 勁飛寶(L389),4861.0
856,,465.0,ib6USpjCLwU,"[21, 23, 24, 73, 115, 520, 750]","[{'160 - 256x144 (144p)': 111.698}, {'133 - 426x240 (240p)': 248.138}, {'134 - 640x360 (360p)': 479.338}, {'135 - 854x480 (480p)': 999.191}, {'136 - 1280x720 (720p)': 1908.404}, {'137 - 1920x1080 (1080p)': 3514.092}, {'18 - 640x360 (medium)': 617.247}, {'22 - 1280x720 (hd720)': 1485.396}]",Посылка из Китая: Новое стекло для смартфона Samsung Galaxy (если в телефоне треснул экран),39763.0
857,,199.0,ibKjl4ZyA9w,"[15, 18, 67]","[{'160 - 192x144 (144p)': 113.3}, {'133 - 320x240 (240p)': 248.986}, {'134 - 480x360 (360p)': 474.727}, {'135 - 640x480 (480p)': 1108.093}, {'18 - 480x360 (medium)': 479.976}]",Бездомните кучета в София,6425.0
858,,411.0,Yp8h7r22AlU,"[0, 765, 1092, 1175]","[{'160 - 176x144 (144p)': 115.008}, {'133 - 294x240 (240p)': 257.116}, {'18 - 352x288 (small)': 313.859}]",Sinuca do Rui Chapeu,9309.0
859,Save Ferris,127.0,e8RC7PbcBz8,"[2, 17, 30, 53, 55, 58, 143, 166]","[{'160 - 192x144 (144p)': 115.009}, {'133 - 320x240 (240p)': 250.042}, {'134 - 480x360 (360p)': 617.328}, {'135 - 640x480 (480p)': 1109.266}, {'18 - 480x352 (medium)': 632.163}]",CMX (Cub Motocross）,5380.0
860,Peter Lainson,488.0,YdsFj5VZxso,"[380, 1296]","[{'160 - 256x144 (144p)': 117.933}, {'133 - 426x240 (240p)': 253.377}, {'134 - 640x360 (360p)': 375.248}, {'135 - 854x480 (480p)': 829.026}, {'136 - 1280x720 (720p)': 1873.717}, {'264 - 1920x1080 (1080p)': 4047.315}, {'137 - 1920x1080 (1080p)': 4204.503}, {'18 - 640x360 (medium)': 380.304}, {'22 - 1280x720 (hd720)': 3.3}]",Microsoft Kinect and VVVV - Video Tracking Experiments (01b),2373.0
861,Jhené Aiko,464.0,LTi1RLM39fo,"[50, 65]","[{'160 - 192x144 (144p)': 112.768}, {'133 - 320x240 (240p)': 248.002}, {'134 - 480x360 (360p)': 364.275}, {'135 - 640x480 (480p)': 716.431}, {'18 - 480x360 (medium)': 366.823}]",Tutorial | How I Get My Edges Laid,2098.0
862,The Painted Pianos,362.0,LUvnBGg_lO0,"[0, 1041]","[{'160 - 256x144 (144p)': 117.736}, {'133 - 426x240 (240p)': 255.173}, {'134 - 640x360 (360p)': 604.568}, {'135 - 854x480 (480p)': 1125.175}, {'136 - 1280x720 (720p)': 2213.715}, {'137 - 1920x1080 (1080p)': 4172.768}, {'18 - 640x360 (medium)': 680.194}, {'22 - 1280x720 (hd720)': 1652.838}]","Гайд по паркуру ""Трибьют"" ч2",55280.0
863,,493.0,LVsD6WHHYIU,[310],"[{'160 - 192x144 (144p)': 114.803}, {'133 - 320x240 (240p)': 251.179}, {'134 - 480x360 (360p)': 329.684}, {'135 - 640x480 (480p)': 625.87}, {'18 - 480x360 (medium)': 428.933}]",mit fyrværkeri 2011 - 2012,18973.0
864,,445.0,f-zyHaNsfkk,[2503],"[{'160 - 192x144 (144p)': 121.018}, {'133 - 320x240 (240p)': 256.823}, {'134 - 480x360 (360p)': 550.97}, {'135 - 640x480 (480p)': 1102.794}, {'18 - 480x360 (medium)': 674.285}]",Torul 'da horon show,138525.0
865,,127.0,1Te5WS1Pri0,"[11, 229]","[{'160 - 256x144 (144p)': 111.537}, {'133 - 426x240 (240p)': 249.342}, {'134 - 640x360 (360p)': 553.582}, {'135 - 854x480 (480p)': 1106.326}, {'136 - 1280x720 (720p)': 2212.078}, {'137 - 1920x1080 (1080p)': 4168.27}, {'18 - 640x360 (medium)': 724.335}, {'22 - 1280x720 (hd720)': 1943.161}]",【日本酒でおもてなし】この冬ホットでおいしい日本酒ベスト５【大七】【獺祭】【東一】【八海山】【一ノ蔵】（九州 佐賀県佐賀市【地酒処　山田酒店】　２０１３年１２月１３日　お燗酒　人気　おすすめ）,7400.0
866,,126.0,ncPlB2ufcxQ,"[1105, 3172]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 532.0}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 609.309}]",Mi anillo de compromiso,3435.0
867,オルゴール,156.0,2Oyg5TdDMC0,[3],"[{'160 - 256x144 (144p)': 110.873}, {'133 - 426x240 (240p)': 248.66}, {'134 - 640x360 (360p)': 615.367}, {'135 - 854x480 (480p)': 1128.11}, {'136 - 1280x720 (720p)': 2242.004}, {'137 - 1920x1080 (1080p)': 4226.316}, {'18 - 640x360 (medium)': 737.831}]",141005 FANCAM || モーニング娘。`14 Live in New York 『ブレインストーミング』,42723.0
868,,227.0,_kzP7oGlUlk,[13],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 487.141}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 534.223}]",Grupo Los Exclusivos - El Diablo de Culiacan **en vivo Santa Paula Ca**,4571.0
869,Dead Can Dance,260.0,_kfj_bpUcVI,[1646],"[{'160 - 192x144 (144p)': 119.143}, {'133 - 320x240 (240p)': 297.037}, {'134 - 480x360 (360p)': 608.899}, {'135 - 640x480 (480p)': 1113.328}, {'136 - 960x720 (720p)': 2222.829}, {'137 - 1440x1080 (1080p)': 4180.213}, {'18 - 480x360 (medium)': 410.359}, {'22 - 960x720 (hd720)': 880.523}]",Piccioni spezia,11452.0
870,,415.0,xvf-nmSA2gU,"[50, 65, 1500]","[{'160 - 192x144 (144p)': 111.546}, {'133 - 320x240 (240p)': 247.283}, {'134 - 480x360 (360p)': 329.532}, {'135 - 640x480 (480p)': 775.92}, {'18 - 480x360 (medium)': 450.283}]",Low Messy Bun Tutorial,21773.0
871,,230.0,xzRUlmif6Ao,"[11, 20, 22, 32, 2054, 2315]","[{'160 - 256x144 (144p)': 114.232}, {'133 - 426x240 (240p)': 246.143}, {'134 - 640x360 (360p)': 610.77}, {'135 - 854x480 (480p)': 1125.643}, {'136 - 1280x720 (720p)': 2220.417}, {'18 - 640x360 (medium)': 698.436}, {'22 - 1280x720 (hd720)': 2102.278}]",POP CORN AL CARAMELLO mhmhmhmh,72160.0
872,,227.0,y1VvCn8VKqk,"[3, 4, 13, 54]","[{'160 - 176x144 (144p)': 116.224}, {'133 - 294x240 (240p)': 250.277}, {'18 - 352x288 (small)': 366.707}]","Concierto en el Cachorro,AM Gitanos:Salve, Rey de los Judios",6276.0
873,,335.0,GdRo97UjWe0,"[106, 974]","[{'160 - 192x144 (144p)': 121.124}, {'133 - 320x240 (240p)': 274.046}, {'134 - 480x360 (360p)': 324.571}, {'135 - 640x480 (480p)': 678.353}, {'18 - 480x360 (medium)': 189.586}]",CCNA Video - Router as a DHCP Server,34512.0
874,,208.0,e_t2x7ZBapE,"[179, 239]","[{'160 - 192x144 (144p)': 114.972}, {'133 - 320x240 (240p)': 256.429}, {'134 - 480x360 (360p)': 516.07}, {'135 - 640x480 (480p)': 954.075}, {'18 - 480x360 (medium)': 413.549}]",Rexroat Griffon Dove hunting,3909.0
875,,127.0,fFYDJD_gq9Y,"[154, 168, 263, 1001]","[{'160 - 256x144 (144p)': 111.813}, {'133 - 426x240 (240p)': 246.022}, {'134 - 640x360 (360p)': 604.936}, {'135 - 854x480 (480p)': 1103.099}, {'136 - 1280x720 (720p)': 2213.555}, {'18 - 640x360 (medium)': 572.453}]",Surrealistic Discussion | Promotional Video,4468.0
876,,246.0,fHTWw9Z9Q88,"[0, 1, 27]","[{'160 - 256x144 (144p)': 126.793}, {'133 - 426x240 (240p)': 257.771}, {'134 - 640x360 (360p)': 607.387}, {'135 - 854x480 (480p)': 1114.493}, {'18 - 640x360 (medium)': 399.24}]",Tekkit Transmutation Tablet,1700.0
877,,320.0,fIasMc7Eqro,"[0, 1, 63, 167]","[{'160 - 256x144 (144p)': 112.817}, {'133 - 426x240 (240p)': 247.122}, {'134 - 640x360 (360p)': 603.975}, {'135 - 854x480 (480p)': 1109.804}, {'136 - 1280x720 (720p)': 2224.782}, {'137 - 1920x1080 (1080p)': 4163.028}, {'18 - 640x360 (medium)': 525.473}, {'22 - 1280x720 (hd720)': 1121.083}]","FIFA 15 | SKŁADY TOTW | ROONEY, RIBERY I HUMMELS",43109.0
878,,320.0,fIasMc7Eqro,"[3, 1473]","[{'160 - 256x144 (144p)': 112.817}, {'133 - 426x240 (240p)': 247.122}, {'134 - 640x360 (360p)': 603.975}, {'135 - 854x480 (480p)': 1109.804}, {'136 - 1280x720 (720p)': 2224.782}, {'137 - 1920x1080 (1080p)': 4163.028}, {'18 - 640x360 (medium)': 525.473}, {'22 - 1280x720 (hd720)': 1121.083}]","FIFA 15 | SKŁADY TOTW | ROONEY, RIBERY I HUMMELS",43109.0
879,,394.0,fu2tzC7x50Y,[1293],"[{'134 - 640x360 (360p)': 427.918}, {'136 - 1280x720 (720p)': 1717.341}, {'18 - 640x360 (medium)': 527.288}, {'22 - 1280x720 (hd720)': 1592.766}]",Kansas Head Coach Bill Self after Late Night in the Phog,1689.0
880,,325.0,fwnMW7A1uw8,"[2, 76, 446, 473, 547]","[{'160 - 256x144 (144p)': 115.457}, {'133 - 426x240 (240p)': 248.593}, {'134 - 640x360 (360p)': 605.475}, {'135 - 854x480 (480p)': 1111.414}, {'18 - 640x360 (medium)': 579.664}]",2004 470 Catalina sold by NWYachtnet,2564.0
881,,277.0,fxdnYCeBPFM,"[0, 1, 27]","[{'160 - 206x144 (144p)': 132.188}, {'133 - 342x240 (240p)': 295.868}, {'134 - 514x360 (360p)': 404.395}, {'135 - 684x480 (480p)': 710.222}, {'136 - 1026x720 (720p)': 1282.12}, {'18 - 514x360 (medium)': 432.274}, {'22 - 1026x720 (hd720)': 997.721}]",Kako Pronaci Dijamante U Minecraft,6855.0
882,,234.0,fxPyGSaf9-U,[4],"[{'160 - 256x144 (144p)': 115.379}, {'133 - 426x240 (240p)': 247.063}, {'134 - 640x360 (360p)': 609.374}, {'135 - 854x480 (480p)': 1114.666}, {'18 - 640x360 (medium)': 736.961}]",LO NUESTRO TERMINO - MARCO ANTONIO Y LA NUEVA NOTA,18694.0
883,Musicshake,367.0,P-R7nijkJRw,"[0, 670]","[{'160 - 256x144 (144p)': 111.53}, {'133 - 426x240 (240p)': 249.756}, {'134 - 640x360 (360p)': 460.632}, {'18 - 640x360 (medium)': 461.049}]",Darkorbit Player Vs. Admin (Police Ship) Part 3,103800.0
884,,165.0,lE4vKFOMAPs,"[2, 7, 280]","[{'160 - 210x144 (144p)': 111.094}, {'133 - 350x240 (240p)': 253.795}, {'18 - 350x240 (small)': 552.374}]",my Dirt scooter check.,7534.0
885,Sylver,194.0,XoHQVk2Ei5g,"[2, 44, 46, 107, 109, 114, 138, 155, 854]","[{'160 - 192x144 (144p)': 126.104}, {'133 - 320x240 (240p)': 257.44}, {'18 - 320x240 (small)': 367.467}]",Samoloty -  największe - najpiękniejsze,836080.0
886,,134.0,1PkDTwpX4Xo,"[2, 7, 64, 149, 408]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 608.666}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 633.525}]",SAVAGE X 4.6 DOING JUST WHEELIES !!!! NO MUSIC,2138.0
887,,232.0,1QqJlhU6oV8,"[11, 20, 22, 29, 32, 122, 334, 1514]","[{'160 - 256x144 (144p)': 112.652}, {'133 - 426x240 (240p)': 256.272}, {'134 - 640x360 (360p)': 607.631}, {'135 - 854x480 (480p)': 1111.418}, {'136 - 1280x720 (720p)': 2219.708}, {'298 - 1280x720 (720p50)': 3306.039}, {'18 - 640x360 (medium)': 604.225}, {'22 - 1280x720 (hd720)': 1538.222}]",Hagymatorta,3513.0
888,,451.0,hBjVdh0lRkU,"[2, 44, 46, 107, 109, 114, 138, 602, 2197]","[{'160 - 192x144 (144p)': 113.793}, {'133 - 320x240 (240p)': 262.993}, {'134 - 480x360 (360p)': 741.034}, {'135 - 640x480 (480p)': 1145.988}, {'18 - 480x360 (medium)': 419.892}]",Delta Airlines Boeing 737-200 Atlanta-Charlotte (2003),10345.0
889,,204.0,rhGYGLXp80s,"[4, 9, 37]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 278.976}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 345.86}]",Katy Perry - Firework - Guitar Cover,3723.0
890,Queen,210.0,rh0VrjmACqg,[136],"[{'134 - 540x360 (360p)': 538.247}, {'135 - 720x480 (480p)': 984.088}, {'18 - 540x360 (medium)': 633.867}]",Tangled Don't Stop Me Now,2925.0
891,,121.0,cHz3e4Nlgkw,"[11, 1356, 1693]","[{'160 - 192x144 (144p)': 112.789}, {'133 - 320x240 (240p)': 247.611}, {'18 - 392x294 (small)': 456.39}]",Dans le secret de Dalloyau : interview gourmande,8699.0
892,,454.0,F0ndWA3AJq0,"[11, 20, 22, 32, 120, 321, 334, 1528, 1553, 3772]","[{'160 - 256x144 (144p)': 114.773}, {'133 - 426x240 (240p)': 247.469}, {'134 - 640x360 (360p)': 609.107}, {'135 - 854x480 (480p)': 1115.201}, {'18 - 640x360 (medium)': 711.583}]",How to make Fried Chinese Breadsticks recipe FOR ONLY $1.09 ! - You Tiao - BÁNH QUẨY,3541.0
893,,211.0,Xi6C2KUqBZg,"[17, 19, 394, 448]","[{'160 - 256x144 (144p)': 115.554}, {'133 - 426x240 (240p)': 256.952}, {'134 - 640x360 (360p)': 614.124}, {'135 - 854x480 (480p)': 1127.764}, {'18 - 640x360 (medium)': 686.236}]","Jeffro Clarke goes 5.76 in his BB/Dragster twice, then goes a wheelstanding 5.83",1160.0
894,,212.0,-K40Nmx8Oj4,[3],"[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 539.829}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 384.101}]",Gentleman  Woodstock 2011 Kostrzyn Poland,1355.0
895,,189.0,-MebiYQtQf8,"[2, 7, 165, 198]","[{'160 - 192x144 (144p)': 111.34}, {'133 - 320x240 (240p)': 252.496}, {'18 - 450x338 (medium)': 489.65}]","Vrum testa o Ford Ka, o carro mais barato do mercado!!Será???",3522.0
896,,129.0,-PbqMNNyjTM,"[11, 637]","[{'160 - 192x144 (144p)': 110.357}, {'133 - 320x240 (240p)': 256.904}, {'134 - 480x360 (360p)': 430.967}, {'135 - 640x480 (480p)': 749.159}, {'18 - 480x360 (medium)': 464.467}]","Как делают мороженое?  Компания ""Русский Холод""",111801.0
